UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS,수집페이지,수집시간,google_place_id,google_name,google_rating,google_review_count,google_address,google_lat,google_lng,review_1_text,review_2_text,review_3_text,review_4_text,review_5_text
,당감밀면,부산진구,35.162247,129.03975,당감밀면,당감밀면,,부산진구 당감로 5 삼익아파트상가 B동 1층,,051-896-0177,,"am 11:00 ~ pm 20:00
19:30 (라스트오더) ","밀면, 비빔밀면, 손만두4개/8개, 손칼국수",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_thumbL,"지역민들이 추천하는 밀면전문점으로 육수와 면·양념에 이르기까지 모든 재료를 주방장의 독자적인 비법으로 만들어 특징적인 밀면의 맛을 자랑한다. 직접 만드는 손만두도 담백한 맛으로 인기 있다.
",1,2025-08-23T14:59:00.776628,ChIJa7zC9g_raDUR7Yvv4OoEXlA,당감밀면,4.2,158,대한민국 부산광역시 부산진구 당감로 5,35.1622735,129.0397742,새콤달콤한 육수는 아님,맛있어요,물회밀면 대자.보통 하나씩이랑 만두 작은사이즈 주문했습니다. 만두가 부드럽고 맛있었어요. 밀면도 보통  이상하네요. 동네맛집인지 손님이 제법 많았습니다.,,시원하고 깔끔한 맛입니다~
,버거샵 서면,부산진구,35.15856,129.06306,버거샵 서면,버거샵 서면,,부산진구 동천로 108번길 11,,051-911-4960,https://www.instagram.com/burgershopbusan/,10:00-20:30 (20:00 라스트오더),"클래식버거, 베이컨치즈",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_thumbL,"직접 손질하는 1등급 한우 패티와 매일 아침 구운 브리오슈 번으로 만드는 수제버거전문점으로, 외국인 손님들도 많이 찾는 곳이다. 독특한 인테리어를 즐기며 다양한 소품들도 구입하고 볼 수 있는 가게이다.
",1,2025-08-23T14:59:00.776628,ChIJJVry8YrraDURD6GfegL05_c,버거샵 전포,4.3,363,대한민국 부산광역시 부산진구 동천로108번길 11,35.1586145,129.0630336,,"버거샾 전포는 서면역 8번 출구와 부전역 2번출구 사이에 위치하고 있는 수제버거 전문점입니다. 매장의 규모는 20명정도 이용이가능한 아담한 정도이며 매장 내 컨디션은 우수한편입니다. 직원친절도 우수합니다. 대표적인 메뉴로 클래식버거와 치즈버거가 있으며, 클래식 버거는 카라멜라이징어니언을 더한 달콤한버거이며, 치즈버거는 신선힌 야채가 들어 있는 기본 수거버거입니다. 일반버거에 비해 가격은 비싼편이나 한우패티를 사용해 고급스런운 맛을 더했습니다. 참고로 주차장은 없으니 주변유로주차장 잠시주차하시면 될것같습니다. 전포동 인근에 방문하신다면 한번 이용해 보시길 추천드립니다.",전포에서 맛있게 먹은 수제버거! 일행 추천 받고 갔는데 맛있게 먹었어요. 분위기도 힙하고 좋았어요. 점심때는 금방 자리가 차서 웨이팅 잇을 수 잇어요. 맥도날드만 먹다가 재대로 된 수제버거를 먹으니 힐링되더라구요. 내부 인테리어도 개성있고 공간이 좁은데도 여기만의 분위기가 있어서 좋았어요. 맥주를 마시지 못해서 아쉬웠지만 다음에는 노상에서 햄버거랑 함께 맥주 한 잔 하고 싶어요. 잘먹고 갑니다. 감사합니다.,,좋은 햄버거. 조금 다르게 제공됩니다.
,소수인,부산진구,35.156677,129.05383,소수인,소수인,,부산진구 가야대로750번길 17,,051-808-4036,,17:00-24:00,"시메사바 이소베마키 ￦18,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20250523160110075_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20250523160110075_thumbL,"일식을 모티브로 한 새로운 스타일의 요리를 만들고 있는 일본식주점으로 영업을 시작한지 얼마 되지 않아 항상 사람들이 가득한 곳이 되었다. 개성강한 요리들은 술안주로도 식사로도 잘 어울린다.
",1,2025-08-23T14:59:00.776628,ChIJJcdxWajraDURzNPQmsao_LE,소수인,4.5,154,대한민국 부산광역시 부산진구 가야대로750번길 17,35.1566813,129.0538533,"부산에서 한 미식한다는
애주가들 사이에 유명한 심야식당&요리야

N번째 방문하는 좋아하는 곳입니다.

요리가 하나하나 특색있고 정갈하면서도
플레이팅도 정성스러운데다 맛까지 좋은 곳이라
글로 하는 설명보다는 직접가셔서 그 분위기에
미식을 생생히 즐겨보시기를 추천하는 장소입니다",가게는 아담하고 음식은 산뜻했음,음식이 깔끔하고 술한잔하기 좋은 이자카야,,음식 맛있어요
,양평칼국수 본점,사하구,35.048454,128.967,양평칼국수 본점,양평칼국수 본점,,사하구 다대로 680-1,,051-265-0907,https://www.instagram.com/yyang.p.yyung_/?utm_medium=copy_link,"월-금 : 11:00-20:00 
(15:30~17:00 브레이크타임)
(19:30 라스트오더)
토 : 11:00-15:30
(15:00 라스트오더) ","양평칼국수, 비빔칼국수, 멸치칼국수, 고기만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_thumbL,"다대포 해수욕장 인근의 식당으로 20년 경력의 칼국수 장인인 주인이 직접 반죽한 숙성면에 국산 배추로 매일 매일 담는 김치가 매력을 더한다. 여름에만 맛 볼 수 있는 냉칼국수, 냉콩칼국수 등의 한정메뉴들도 무척 인기 있다.
",1,2025-08-23T14:59:00.776628,ChIJO3S7zGrdaDURwo9MKP6oh0s,양평칼국수,4.2,174,대한민국 부산광역시 사하구 다대로 680-1,35.0484352,128.9667808,,,칼국수도맛나고 파전도 내용물도 푸짐하고 맛있어요,"음식 칼국수
맛 ●●●●
양 ●●●
친절●●●
청결●●●
김치●●●●●●●●●●
(내가 살면서 먹어본 김치중에 최고 맛있는듯)
공기밥 조금 달라면 줌
주차 가능
가성비 ●●●●

음식 파전
맛 ●●●●
양 ●●●●
가성비●●●●
부족한점 : 기름이 좀 많은거 같음",
,영진돼지국밥 본점,사하구,35.09664,128.95784,영진돼지국밥 본점,영진돼지국밥 본점,,사하구 하신번영로157번길 39,,051-206-3820,,09:30-15:00 / 17:00-21:30,"수육백반 ￦12,000
돼지국밥 ￦9,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240417165519984_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417165519984_thumbL,"유명한 돼지국밥 전문점 중 한 곳으로, 항상 많은 사람들이 찾아오는 곳이다. 돼지 특유의 냄새를 제거하여 깔끔하고 담백한 맛을 자랑하며 수육과 두부, 볶음김치가  함께 나오는 수육백반이 무척 인기 있다.
",1,2025-08-23T14:59:00.776628,ChIJK2f8xJTCaDURlCAgHeKrR24,영진돼지국밥 본점,4.5,2577,대한민국 부산광역시 사하구 하신번영로157번길 39,35.0966354,128.9578812,"노포는 이래야 한다.
맛집은 이래야 한다.","부산에 있는 이 한식 레스토랑 정말 최고예요! 음식은 너무 맵지 않으면서도 풍미가 가득해서 한 입 한 입 정말 맛있게 즐길 수 있어요 (원하시면 매운맛을 더 추가하실 수도 있어요). 돼지국밥은 맛있고 양도 푸짐하고, 여러 명이 나눠 먹을 수 있는 사이드 메뉴도 많아요. 게다가 직원분들도 정말 친절하고 도움을 많이 주셔서 더욱 만족스러운 경험을 할 수 있었어요. 강력 추천합니다!",,,"부산에서 꽤 유명한 돼지국밥가게입니다. 저녁시간때 약간의 웨이팅 후 내점할 수 있었습니다. 주차장이 있지만 약간 협소한 편입니다.

수육밴반을 시키면 두부김치와 국물도 줍니다. 국물은 리필이 가능해서 좋았습니다. 국물은 꽤 껄죽하고 진한맛이 납니다. 하지만 마늘향이 약간 강하기 때문에 호불호가 있을 것 같습니다. 순대는 고기 순대이며 국물에 넣어 순대국밥처럼 먹을 수도 있습니다.

꽤 유명한 가게이지만 점원들이 아주 친절하고 부족한 것이나, 다 먹은 반찬을 자주 채워줍니다.

가격도 저렴하고 따뜻한 국물을 마음껏 먹을 수 있습니다. 근처에 오시게 되면 방문해보시는 것을 추천드립니다."
,신흥반점,서구,35.09595,129.02463,신흥반점,신흥반점,,서구 충무대로 284-1,,051-242-6164,,"월-토 : 11:00-20:00
(13:50-16:00 브레이크 타임)
(19:30 라스트 오더)","짬뽕, 자장면, 깐풍기, 삼선볶음밥",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_thumbL,"2대째 운영 중인 신흥반점은 서구에서 55년 동안 화교 가족들이 운영해오고 있는 곳으로, 중국 현지의 식당 같은 분위기의 가게에서 다양한 중국요리를 맛 볼 수 있다. 짬뽕국물과 깐풍기가 이 곳에서 추천하는 인기 메뉴이다.
",2,2025-08-23T14:59:01.638020,ChIJFWhDh6bpaDURGkzetM5VrdY,신흥반점,4.1,371,대한민국 부산광역시 서구 충무대로 284-1,35.0959894,129.0246539,,,근처에 저렴하게 파는 야채시장이 있어요,"이 동네에선 제일 맛집
깐풍기랑 백짬뽕이 시그니쳐
탕수육이랑 팔보채도 맛있다
짜장은 아쉽",맛은 있음
,동원숯불갈비,연제구,35.188595,129.09715,동원숯불갈비,동원숯불갈비,,연제구 과정로276번길 9,,051-864-2379,,"11:00-22:00
(15:00~17:00 브레이크타임)
(21:00 라스트 오더)

*월요일 격주로 운영",돼지갈비230g,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_thumbL,"한적한 골목길에 숨겨져 있는 이 돼지갈비전문점은 38년간 숯불돼지갈비 한 메뉴로 이 장소를 지켜온 식당이다. 쉽게 찾기 힘든 위치에 있지만 친근하고 꾸준한 맛으로 많은 단골고객들이 찾아오는 곳.
",2,2025-08-23T14:59:01.638020,ChIJ52zxdRaTaDURA-HiggjofX4,동원숯불갈비,4.4,11,대한민국 부산광역시 연제구 연산동 과정로276번길 9,35.1885737,129.0971288,,맛있어요,,,짭쪼롬한 갈비부위로 주문해서 먹어보세요.쫀득하니 맛있어요
,도날드,영도구,35.085815,129.04295,도날드즉석떡볶이,도날드즉석떡볶이,,영도구 꿈나무길 267(1층),,051-413-9990,,"월-토 : 11:00-19:30
(19:00 라스트 오더)","2인 Set ￦10,400
3인 Set ￦14,100",https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141930357_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141930357_thumbL,"지역민들에게 추억의 장소인 이곳은 35년간 운영해온 유명한 즉석떡볶이 전문점으로 해물 육수와 고추장소스를 사용하여 독특한 맛을 자랑한다. 후식으로 판매하는 빵크림을 먹기 위해 찾아오는 사람들도 많다.
",2,2025-08-23T14:59:01.638020,ChIJt38VXBrpaDURYmi0V57zyoQ,도날드,4,551,대한민국 부산광역시 영도구 꿈나무길 267,35.0858002,129.0429387,2인분 포장~  너무 맛남ㅎㅎ 즉석떡볶이 오랜만인듯 영도 가는길에 감,"영도의 오래된 즉석떡볶이 맛집
단맛이 많이나나 맛있슴
양이 적으니 넉넉히 주문할것 추가 주문은 불가 모자르면 다시 재주문 옹심이 만두사리 추가  강추 (개취임)
영업시간  인지 후 방문 요망","2022-03-08 도날드
즉석떡볶이 오징어 계란 추가 & 뻥크림

어릴 때부터 자주 다녔던 도날드.
여직원들이 이곳에 가고 싶다기에
정말 오랜만에 방문했습니다.

즉석떡볶이에 오징어 계란 추가... 했지만
오징어는 거진 보이지 않습니다.

사실 어릴 때부터 자주 오던 곳이지만
이곳에서 이렇게 식사를 해본 것은 처음이었습니다.
매운 음식을 잘 못 먹었던 터라
어릴 때부터 떡볶이를 그리 좋아하지 않았고
이곳은 분식집으로도 유명하지만
어떤 디저트가 유명했기에
제가 이곳을 찾은 이유가 전혀 달랐죠.

그리고 어릴 때부터 제가 이곳을 많이 찾았던 이유인
도날드의 뻥크림입니다.
요즘은 이렇게 파는 곳이 꽤나 생겨 아시는 분도 있겠지만
소프트아이스크림을 뻥튀기 사이에 넣은 디저트.
문방구의 아이스크림만 먹다가
그 당시 그리 쉽게 접할 수 없었던 소프트아이스크림을
싼 가격에 먹을 수 있어 자주 찾았던 기억이 있습니다.",,"뻥튀기 아이스크림 1,500원 good
떡볶이 soso"
,영도우,영도구,35.08781,129.06128,영도우,영도우,,영도구 조내기로5번길 2,,070-4659-0169,https://www.instagram.com/youngdough_pizza/,"화-일 : 11:30-20:30
(15:00-17:00 브레이크 타임)
(20:00 라스트 오더)","영도우피자, 청학동파스타",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_thumbL,"부산항이 한눈에 들어오는 장소에 위치한 피자전문점으로 자체개발한 도우로 만든 테두리가 없는 사각형의 디트로이트식 피자가 대표메뉴이다. 임실치즈를 아낌없이 사용하여 풍부한 치즈의 맛을 즐길 수 있다
",2,2025-08-23T14:59:01.638020,ChIJJeTNAxPpaDURJ1uOIcUo2zQ,영도우,4.2,103,대한민국 부산광역시 영도구 조내기로5번길 2,35.0878212,129.0612821,,창너머로 보이는 기분좋은 바다와 음식맛은 아주 좋았습니다. 다만 걸리는건 직원한분이 그날기분이 안좋으셨는지 먼가 너무차가운느낌이었습니다. 좀더 웃는얼굴로 받아주셨으면 좋을듯 싶습니다,식당 깔끔하고 좋아요~ 음식 맛도 괜찮은 편입니다. 주차 공간은 입구에 2대 정도 주차할 수 있습니다.,"뷰는 좋은데 산복도로라 방문이 힘들고 전반적으로 가격에 비해 양이 적음. 피자, 파스타 구성이면 어디서나 그렇듯 비슷비슷. 한번은 가봄직하지만 특별한 기대를 하면 실망할것.",
,함흥보쌈사계절냉면,영도구,35.08845,129.04108,함흥보쌈사계절냉면,함흥보쌈사계절냉면,,영도구 남항로 42,,051-416-2342,http://hanheung.mqpon.co.kr/,"월-일 : 10:50-20:00
(15:20-16:00 브레이크 타임)
(19:30 라스트 오더)

*수요일 휴무","모둠보쌈 소/중/대, 함흥냉면, 평양냉면",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_thumbL,"냉면전문점으로 시작하여 50여년을 운영 중인 보쌈전문점으로 싱싱한 고기를 사용하고 부드러운 맛으로 유명하다. 오랜 전통을 자랑하는 냉면도 인기메뉴이며 어떤 메뉴를 주문하든 만족스러운 양이 제공된다.
",2,2025-08-23T14:59:01.638020,ChIJ4RpIQBDpaDUR2B6I5jJM7ME,함흥보쌈사계절냉면,4.1,95,대한민국 부산광역시 영도구 영선동2가 19-1,35.0884854,129.0410875,"보쌈 김치가 아주 맛있습니다  냉면도 맛있습니다 가까이 있으면 자주 갈터인데,,,",영도함흥보쌈사계절냉면 ♥️ 너무 맛있어요,"2023-07-13 함흥 보쌈 사계절 냉면

1차로 전집에서 전만 먹었더니
아버지께서 출출하신 모양이다.
길을 따라 올라가
예전에 자주 가셨다는 식당에 들어갔다.

차가운 요리를 별로 선호하지 않기에
나는 만둣국을 주문했다.
그리고 다시 시작되는 술자리.

맛이 그리 좋은지는 모르겠지만
취기가 올라오는 중에도
일하시는 분들이 항상 웃으시고
즐겁게 일하는 모습이 보기 좋았다.

여담으로 술자리가 끝나고 돌아갈 때
비가 내리지 않아 우산을 놔두고 갔는데
다음날 전화해서 찾으러 갔더니
또 웃으시면서 우산을 찾아주셨다.
ㅎㅎ 😊",,고기가 많이 얇아 씹는맛이 덜해요.조금 더 두툽했으면 좋겠어요.
,원산면옥,중구,35.098976,129.03105,원산면옥 1953,원산면옥 1953,,중구 광복로 56-8,,051-245-2310,http://wonsannoodle.fordining.kr/,11:00-21:30,"평양냉면 ￦14,000
함흥냉면 ￦14,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110909568_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110909568_thumbL,"60여 년의 전통을 가진 냉면전문점으로 3대째 운영하고 있는 무척 유명한 곳이다.
한우와 국내산 생돼지고기, 생닭을 사용하고 10여 가지 재료가 들어간 육수로 만든 냉면은 변하지 않는 맛을 자랑한다.
",2,2025-08-23T14:59:01.638020,ChIJCQGG6QrpaDURmHwopWVd1oE,원산면옥,3.1,820,대한민국 부산광역시 중구 광복로 56-8,35.0990576,129.0310886,서울에서 여행오신분들은 굳이 찾아갈 필요는 없는 곳이에요. 동네 맛집보다는 못한편입니다. 평냉은 평냉과 함흥냉면의 중간 정도고 비냉은 맛있네요. 가격에 비해 양이 조금 적어요.,,"먹어본 갈비탕중 최악...
간장이랑 참기름으로 간을한거같은 국물베이스는 정말이지 이게 갈비탕이맞나싶음..
육수의 깊은맛이 전혀느껴지지않고
고기는 질긴 장조림고기같음
고기도 고작 두덩이 들어있는 간장물이 14000원ㅋㅋ
직원분들은 친절도 불친절도아닌 그냥 타성에 젖은 서비스",,
,개미집신도시점,해운대구,35.167637,129.17154,개미집신도시점,개미집신도시점,,해운대구 좌동로 10번길 51-5,,051-744-6446,,10:00-22:00,"낙지볶음, 곱창전골",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_thumbL,"부산의 대표적인 낙지요리전문점인 개미집의 분점으로, 본점에 뒤쳐지지 않는 맛을 선보이고 있다. 본점과 같이 낙지볶음, 낙지새우볶음, 낙지곱창볶음 등의 요리들이 모두 인기 있으며, 불고기낙지버섯전골과 곱창전골을 찾는 손님도 많다.
",2,2025-08-23T14:59:01.638020,ChIJITElawCNaDUR5zKjT1hkwRY,개미집신도시점,4.3,9,대한민국 부산광역시 해운대구 좌동로10번길 51-5 낙지볶음개미집,35.167633,129.1715339,"낙곱새, 부추전을 주문했어요. (사진은 다음 방문 때 추가할게요) 낙곱새 나오자마자 먹느라 집중을 해서 낙곱새 사진이 없어요. 복도쪽에 셀프바가 있는데 도토리묵이 짱 맛있어서 더 가져다 먹었어요.
같이 간 일행이 ""우리 예전에 방문했던 곳""이라고 하는데 전혀 기억이 안 나요. 알고보니 건물을 새로 지어서 기억이 안 났던거더라구요. 이전보다 더 넓고 깨끗하고 좋아요. 주문도 태블릿으로 할 수 있어요. (2024.09)",,,식당 홀이 넓고 깨끗함,"낙지볶음 맛은 기본적으로 좋고
매장이 밝고 넓어서 식사분위기가
쾌적합니다
화장실이 넓고 깨끗하고
밖에 리필음식이랑 음료도 굿"
,오리한상 명지본점,강서구,35.097855,128.92471,오리한상 명지본점,오리한상 명지본점,,"명지국제9로 66, 지봉빌딩 2층",,0507-1486-0417,https://www.instagram.com/ori_hansang/,"월-금 : 11:30-22:00
(15:00-17:00 브레이크 타임)
(21:00 라스트 오더)
토-일 : 11:30-22:00
(21:00 라스트 오더)","오리소금구이, 오리양념구이",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_thumbL,"청둥오리를 사용한 소금구이와 급속 냉동된 오리를 아주 얇게 슬라이스한 불고기가 모두 인기있는 이곳은, 커다란 창을 활용한 깔끔하고 여유로운 공간과 함께 개별룸도 운영하고 있어 가족외식하기에도 좋은 곳이다.
",2,2025-08-23T14:59:01.638020,ChIJZw8NZXzDaDURwPI8gAzy3jY,오리한상,4.3,70,대한민국 부산광역시 지봉빌딩2층 66 오리한상 KR 부산광역시 강서구 명지국제9로,35.098498,128.925141,"정말 맛있는 오리고기 전문점이에요. 대가족이 오기에도 좋고, 프라이빗한 공간을 원하시면 룸도 있어요. 어린아이가 있다면 유아용 식탁 의자도 있어요. 😋👍","분위기도 좋고 맛도 괜찮은 집이었어요.
가족 소모임도 좋고,단체로 가기도 좋고.
규모가 꽤 컸어요.

식당 한가운데에 분수가 있음.
입구에 아이들 놀이방도 있어서
애들 신나게 노는 동안
부모님들 식사하기에 좋아보였어요~",좋아요!,"깨끗하고 음식도 괜찮아요
가격도 과하지가 않아 가족외식 너무 좋네요","기본 가격대가 있어서 2인보다는 3~4명이 가면 괜찮을듯합니다.
쌈야채와 반찬 셀프바가 있어서 직원호출없이 편하게 이용할수 있어서 좋아요.
식사하기 편안한 분위기의 인테리어와 룸이있어서 재방문했어요.
테이크아웃용 아이스아메리카노에서 사장님의 배려와 센스 돋보였어요."
,만포밀면옥,기장군,35.245934,129.21597,만포밀면옥,만포밀면옥,,기장읍 차성로 322번길 40,,0507-1350-7516,,"11:00-20:30
(20:00 라스트 오더)","물밀면, 비빔밀면, 찐만두",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_thumbL,"매장에 들어서면 진한 육수냄새가 맛을 기대하게 하는 이곳은 가야식 밀면을 만들고 있는 곳으로, 95년 가게를 연 이후 매일 그 날 판매할 밀면을 시식하는 것으로 시작한다고 한다. 변하지 않는 맛은 언제나 기쁘다.
",2,2025-08-23T14:59:01.638020,ChIJt4-7zxePaDURb69EcEShSTY,만포밀면옥,4.2,134,대한민국 부산광역시 기장군 기장읍 동부리 273-2,35.2459326,129.2160008,보통,"2022-07-09 만포밀면옥

어머니께서 TV에서 소개된
가게에 가보고 싶다고 하셔
멀리까지 찾아왔습니다.

물 비빔면
멍 때리고 있다가 또 오이를 빼달라는 걸 잊고 그만...

추가로 주문한 갈비 만두

저는 아직까지도 밀면 맛은 초보이기에
그냥 무난한 맛이라고 생각했는데
어머니와 동생도 그냥 평범한 맛이라고 평했습니다.",맛있어요,깔끔한 밀면,
,맛사랑채,기장군,35.24538,129.2147,맛사랑채,맛사랑채,,기장읍 읍내로 93-6,,051-722-4210,,월-토 : 11:00-21:00,"쌈정식, 고등어조림, 닭도리탕",https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_thumbL,"생선구이가 포함된 12가지의 반찬과 함께 매일 다른 국이 제공되는 이곳의 정식은 집밥 보다 더 집밥 같다는 평을 듣고 있다. 인심 가득한 밥상을 만나기 위해 먼 곳에서 찾아오는 손님들도 많다고 한다.
",2,2025-08-23T14:59:01.638020,ChIJ1w5AmhePaDURMEBBG5DODL4,맛사랑채,4.1,51,대한민국 부산광역시,35.2454044,129.2147259,,"동네 조그만한 식당인데
가성비와 맛 다 좋아요
주차는 기장공영주차장에 하고걸어가는게 편할듯요",,"예전에는 자주 갔었지만 이제는 안가네요.
식사 후  탈이 난적 있었지만 그래도 식사하러 갔지만
장사가 잘되고 나서 맛이 변했네요.
고등어조림은 대량으로 끓이는건 이해하지만
쫄아서 무가 다 탔는지 물을 부은듯 하네요
무 밑은 시커멓고 조림인데 자박하지 않고 흥건 하네요
그리고 고등어가 냄새가 납니다.
무.다데기를 1차로 끓인것에 고등어 넣고
주문들어오면 끓인듯 합니다.
간마늘 같은 양념을 고등어 넣지 않고 미리 1차로끓이다 보니 고등어만 추가로 넣고 끓이니 잡내를 못잡은듯 하네요.
육안으로 봐도 무와 고등어 조리가 따로 된게 보입니다
그게 아니면 고등어 상태가 안좋던가요.
반찬은 푸짐하게 주시고 정성이 보입니다
간은 대체로 쎄거나 고추.고춧가루를 많이 쓰셔서
자극적인 면도 있습니다.
장사가 잘되면서 맛을 유지 하는게 쉽지 않겠지만
손님들은 맛이 변했다 생각하고 더 이상 가지는 않죠
그래도 장사 잘되는 곳이니 까다롭지 않으신분은 가보셔도 될듯 하네요.","고등어 조림 맛집이에요~
양도많고 반찬가지수도 많고
사장님도 친절하시고 쌈정식도 맛있지만
전 고등어조림 쵝오👍👍👍"
,우정까망촌돼지,사하구,35.08081,128.97154,우정까망촌돼지,우정까망촌돼지,,장림번영로 53,,051-261-6021,,12:00 -23:00,,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_thumbL,"구이전문점인 이곳은, 어린 시절 시골에서 먹던 돼지고기의 맛을 재현하기 위해 청정지역에서 키운 돼지를 공수해온다고 한다. 솥뚜껑에 구워먹는 것이 특징인데 맛도 맛이지만, 구워지는 모습이 정말 참기 힘들다.
",2,2025-08-23T14:59:01.638020,ChIJF1i4r6TCaDURDA_5mjH2XhE,본동장터돼지국밥,4.5,56,대한민국 부산광역시 사하구 다대로 271번길 2,35.0781774,128.977731,국밥 만원 시대!!!,,,,
,금랑횟집 광안리본점,수영구,35.155155,129.131,금랑횟집 광안리본점,금랑횟집 광안리본점,,"광안해변로344번길 17-5, 마린리치건물 6층",,0507-1400-5209,,"11:30-22:30
(21:30 라스트 오더)",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_thumbL,"수변공원 회센터에 자리한 횟집으로 메인요리인 회와 함께 제공되는 음식들이 다양하고 수준이 높아 회를 즐기지 않는 사람들도 충분히 즐길 만한 곳이다. 광안대교의 전경이 보이는바다풍경으로 유명한 곳이기도 하다.
",2,2025-08-23T14:59:01.638020,,,0,0,,,,,,,,
,난파센,수영구,35.14674,129.11339,난파센,난파센,,남천동로108번길 43,,0507-1483-0536,,"월-일 : 11:30-21:00
(15:00-17:00 브레이크 타임)
(14:30, 20:30 라스트 오더)

*수요일 휴무",,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_thumbL,"좋은 재료를 직접 손질하고 직접 만든 특제 소스를 사용해 인기 높은 튀김덮밥전문점으로 밥과 어울리는 튀김을 만들기 위해 무척 많은 연구를 한다고 한다. 밥 위에 올려진 갈색의 튀김이 특징적이다.


",2,2025-08-23T14:59:01.638020,ChIJnXK0DXLtaDUR112_5o2XniY,난파센 텐동,4.4,275,대한민국 부산광역시 수영구 남천동로108번길 43 1층,35.146807,129.1134853,"광안리에 있는 텐동 가게입니다.
기본 텐동, 새우 텐동, 난파센 텐동 각각 9900, 11900, 14900원입니다. 요즘 비싼 텐동 가격을 생각하면 기본 텐동은 꽤나 합리적인 가격인 것 같습니다. 그래도 아쉬운 점들이 꽤나 있었습니다. 새우튀김들은 그다지 맛있는 새우튀김의 느낌은 아니었고, 장어는 두꺼운 가시들도 조금씩 있었고, 잔가시들도 그렇게 먹기 편하다고는 느껴지지 않았습니다. 그리고 장국이 짠맛만 느껴지는 느낌이었습니다. 또 자리들이 조금 비좁은 편입니다. 그래도 밥과 타레를 추가로 요청하면 친절하게 더 주셨고, 직원분들 모두 친절하셨습니다.","맛나요
매장이 좁아요.
사장님 눈매가 날카로워요 ㅋ",가성비 짱 맛도 짱 밥 리필 굿굿,제료가 먼지 모를정도로 바싹하게 튀겨서 맛이 다 비슷함 교촌치* 생각나는 맛,
